,ts_code,trade_date,close
727,601318.SH,2019-04-08,80.59
728,600036.SH,2019-04-04,35.59
729,600609.SH,2019-04-04,4.3
730,600887.SH,2019-04-04,29.78
731,601318.SH,2019-04-04,80.2
732,600036.SH,2019-04-03,34.86
733,600609.SH,2019-04-03,4.17
734,600887.SH,2019-04-03,29.33
735,601318.SH,2019-04-03,79.86
736,600036.SH,2019-04-02,34.49
737,600609.SH,2019-04-02,4.14
738,600887.SH,2019-04-02,29.31
739,601318.SH,2019-04-02,78.96
740,600036.SH,2019-04-01,34.08
741,600609.SH,2019-04-01,4.19
742,600887.SH,2019-04-01,29.77
743,601318.SH,2019-04-01,78.6
744,600036.SH,2019-03-29,33.92
745,600609.SH,2019-03-29,4.04
746,600887.SH,2019-03-29,29.11
747,601318.SH,2019-03-29,77.1
748,600036.SH,2019-03-28,32.52
749,600609.SH,2019-03-28,3.95
750,600887.SH,2019-03-28,28.3
751,601318.SH,2019-03-28,73.4
752,600036.SH,2019-03-27,32.4
753,600609.SH,2019-03-27,4.03
754,600887.SH,2019-03-27,28.2
755,601318.SH,2019-03-27,74.22
756,600036.SH,2019-03-26,31.49
757,600609.SH,2019-03-26,4.2
758,600887.SH,2019-03-26,27.35
759,601318.SH,2019-03-26,72.69
760,600036.SH,2019-03-25,31.17
761,600609.SH,2019-03-25,4.01
762,600887.SH,2019-03-25,27.17
763,601318.SH,2019-03-25,72.29
764,600036.SH,2019-03-22,32.35
765,600609.SH,2019-03-22,4.0
766,600887.SH,2019-03-22,27.92
767,601318.SH,2019-03-22,74.72
768,600036.SH,2019-03-21,31.98
769,600609.SH,2019-03-21,3.91
770,600887.SH,2019-03-21,27.63
771,601318.SH,2019-03-21,75.8
772,600036.SH,2019-03-20,32.27
773,600609.SH,2019-03-20,3.93
774,600887.SH,2019-03-20,27.96
775,601318.SH,2019-03-20,76.55
776,600036.SH,2019-03-19,32.03
777,600609.SH,2019-03-19,3.89
778,600887.SH,2019-03-19,28.05
779,601318.SH,2019-03-19,75.35
780,600036.SH,2019-03-18,32.36
781,600609.SH,2019-03-18,3.91
782,600887.SH,2019-03-18,28.56
783,601318.SH,2019-03-18,75.0
784,600036.SH,2019-03-15,31.67
785,600609.SH,2019-03-15,3.79
786,600887.SH,2019-03-15,26.59
787,601318.SH,2019-03-15,73.85
788,600036.SH,2019-03-14,31.45
789,600609.SH,2019-03-14,3.75
790,600887.SH,2019-03-14,26.32
791,601318.SH,2019-03-14,72.8
792,600036.SH,2019-03-13,31.04
793,600609.SH,2019-03-13,3.79
794,600887.SH,2019-03-13,26.37
795,601318.SH,2019-03-13,71.54
796,600036.SH,2019-03-12,30.66
797,600609.SH,2019-03-12,3.91
798,600887.SH,2019-03-12,26.89
799,601318.SH,2019-03-12,69.25
800,600036.SH,2019-03-11,30.53
801,600609.SH,2019-03-11,3.82
802,600887.SH,2019-03-11,26.81
803,601318.SH,2019-03-11,68.79
804,600036.SH,2019-03-08,30.78
805,600609.SH,2019-03-08,3.66
806,600887.SH,2019-03-08,26.35
807,601318.SH,2019-03-08,68.7
808,600036.SH,2019-03-07,31.3
809,600609.SH,2019-03-07,3.95
810,600887.SH,2019-03-07,26.53
811,601318.SH,2019-03-07,70.29
812,600036.SH,2019-03-06,32.22
813,600609.SH,2019-03-06,3.97
814,600887.SH,2019-03-06,27.32
815,601318.SH,2019-03-06,72.16
816,600036.SH,2019-03-05,32.35
817,600609.SH,2019-03-05,3.74
818,600887.SH,2019-03-05,27.74
819,601318.SH,2019-03-05,72.07
820,600036.SH,2019-03-04,32.69
821,600609.SH,2019-03-04,3.68
822,600887.SH,2019-03-04,27.97
823,601318.SH,2019-03-04,72.58
824,600036.SH,2019-03-01,32.9
825,600609.SH,2019-03-01,3.62
826,600887.SH,2019-03-01,27.81
827,601318.SH,2019-03-01,72.39
828,600036.SH,2019-02-28,31.74
829,600609.SH,2019-02-28,3.68
830,600887.SH,2019-02-28,27.04
831,601318.SH,2019-02-28,70.01
832,600036.SH,2019-02-27,31.71
833,600609.SH,2019-02-27,3.61
834,600887.SH,2019-02-27,26.63
835,601318.SH,2019-02-27,69.98
836,600036.SH,2019-02-26,31.49
837,600609.SH,2019-02-26,3.53
838,600887.SH,2019-02-26,26.27
839,601318.SH,2019-02-26,70.01
840,600036.SH,2019-02-25,32.52
841,600609.SH,2019-02-25,3.52
842,600887.SH,2019-02-25,26.51
843,601318.SH,2019-02-25,73.0
844,600036.SH,2019-02-22,30.63
845,600609.SH,2019-02-22,3.38
846,600887.SH,2019-02-22,25.5
847,601318.SH,2019-02-22,67.02
848,600036.SH,2019-02-21,30.08
849,600609.SH,2019-02-21,3.36
850,600887.SH,2019-02-21,25.5
851,601318.SH,2019-02-21,65.39
852,600036.SH,2019-02-20,30.15
853,600609.SH,2019-02-20,3.36
854,600887.SH,2019-02-20,25.55
855,601318.SH,2019-02-20,65.88
856,600036.SH,2019-02-19,29.88
857,600609.SH,2019-02-19,3.35
858,600887.SH,2019-02-19,25.43
859,601318.SH,2019-02-19,65.68
860,600036.SH,2019-02-18,29.87
861,600609.SH,2019-02-18,3.35
862,600887.SH,2019-02-18,25.82
863,601318.SH,2019-02-18,65.29
864,600036.SH,2019-02-15,29.15
865,600609.SH,2019-02-15,3.28
866,600887.SH,2019-02-15,25.42
867,601318.SH,2019-02-15,63.25
868,600036.SH,2019-02-14,29.86
869,600609.SH,2019-02-14,3.28
870,600887.SH,2019-02-14,25.98
871,601318.SH,2019-02-14,65.1
872,600036.SH,2019-02-13,29.84
873,600609.SH,2019-02-13,3.32
874,600887.SH,2019-02-13,25.5
875,601318.SH,2019-02-13,65.02
876,600036.SH,2019-02-12,29.32
877,600609.SH,2019-02-12,3.21
878,600887.SH,2019-02-12,25.18
879,601318.SH,2019-02-12,64.27
880,600036.SH,2019-02-11,29.39
881,600609.SH,2019-02-11,3.17
882,600887.SH,2019-02-11,25.26
883,601318.SH,2019-02-11,64.39
884,600036.SH,2019-02-01,29.3
885,600609.SH,2019-02-01,3.1
886,600887.SH,2019-02-01,24.54
887,601318.SH,2019-02-01,63.21
888,600036.SH,2019-01-31,29.21
889,600609.SH,2019-01-31,3.02
890,600887.SH,2019-01-31,24.18
891,601318.SH,2019-01-31,62.98
892,600036.SH,2019-01-30,28.42
893,600609.SH,2019-01-30,3.09
894,600887.SH,2019-01-30,24.1
895,601318.SH,2019-01-30,61.25
896,600036.SH,2019-01-29,28.64
897,600609.SH,2019-01-29,3.1
898,600887.SH,2019-01-29,24.3
899,601318.SH,2019-01-29,61.65
900,600036.SH,2019-01-28,28.66
901,600609.SH,2019-01-28,3.22
902,600887.SH,2019-01-28,24.21
903,601318.SH,2019-01-28,61.52
904,600036.SH,2019-01-25,28.52
905,600609.SH,2019-01-25,3.24
906,600887.SH,2019-01-25,24.43
907,601318.SH,2019-01-25,61.29
908,600036.SH,2019-01-24,27.87
909,600609.SH,2019-01-24,3.29
910,600887.SH,2019-01-24,24.34
911,601318.SH,2019-01-24,60.43
912,600036.SH,2019-01-23,27.16
913,600609.SH,2019-01-23,3.29
914,600887.SH,2019-01-23,24.3
915,601318.SH,2019-01-23,59.49
916,600036.SH,2019-01-22,26.98
917,600609.SH,2019-01-22,3.3
918,600887.SH,2019-01-22,24.43
919,601318.SH,2019-01-22,60.07
920,600036.SH,2019-01-21,27.33
921,600609.SH,2019-01-21,3.31
922,600887.SH,2019-01-21,24.78
923,601318.SH,2019-01-21,60.79
924,600036.SH,2019-01-18,27.1
925,600609.SH,2019-01-18,3.27
926,600887.SH,2019-01-18,24.45
927,601318.SH,2019-01-18,59.92
928,600036.SH,2019-01-17,26.47
929,600609.SH,2019-01-17,3.3
930,600887.SH,2019-01-17,24.07
931,601318.SH,2019-01-17,58.73
932,600036.SH,2019-01-16,26.85
933,600609.SH,2019-01-16,3.36
934,600887.SH,2019-01-16,24.0
935,601318.SH,2019-01-16,58.74
936,600036.SH,2019-01-15,26.8
937,600609.SH,2019-01-15,3.33
938,600887.SH,2019-01-15,24.1
939,601318.SH,2019-01-15,58.59
940,600036.SH,2019-01-14,26.31
941,600609.SH,2019-01-14,3.32
942,600887.SH,2019-01-14,23.19
943,601318.SH,2019-01-14,57.12
944,600036.SH,2019-01-11,26.46
945,600609.SH,2019-01-11,3.34
946,600887.SH,2019-01-11,23.51
947,601318.SH,2019-01-11,58.07
948,600036.SH,2019-01-10,25.85
949,600609.SH,2019-01-10,3.41
950,600887.SH,2019-01-10,23.1
951,601318.SH,2019-01-10,57.5
952,600036.SH,2019-01-09,25.7
953,600609.SH,2019-01-09,3.5
954,600887.SH,2019-01-09,22.8
955,601318.SH,2019-01-09,56.95
956,600036.SH,2019-01-08,25.22
957,600609.SH,2019-01-08,3.18
958,600887.SH,2019-01-08,22.6
959,601318.SH,2019-01-08,55.8
960,600036.SH,2019-01-07,25.52
961,600609.SH,2019-01-07,3.19
962,600887.SH,2019-01-07,22.77
963,601318.SH,2019-01-07,56.3
964,600036.SH,2019-01-04,25.51
965,600609.SH,2019-01-04,3.14
966,600887.SH,2019-01-04,22.52
967,601318.SH,2019-01-04,56.59
968,600036.SH,2019-01-03,24.88
969,600609.SH,2019-01-03,3.09
970,600887.SH,2019-01-03,22.3
971,601318.SH,2019-01-03,55.68
972,600036.SH,2019-01-02,24.57
973,600609.SH,2019-01-02,3.09
974,600887.SH,2019-01-02,22.48
975,601318.SH,2019-01-02,55.18
